N_boletim,data_hora_boletim,seq_veic,cod_categ,descricao_categoria,cod_especie,descricao_especie,cod_situacao,desc_situacao,tipo_socorro,desc_tipo_socorro
2022-011845882-001,19/03/2022 13:52,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-011850073-001,19/03/2022 13:58,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-011850073-001,19/03/2022 13:58,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-011850387-001,19/03/2022 14:31,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-011850387-001,19/03/2022 14:31,2,4,ALUGUEL,8,ONIBUS,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-011850662-001,19/03/2022 15:06,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-011851247-001,19/03/2022 14:26,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-011851247-001,19/03/2022 14:26,2,3,PARTICULAR,6,AUTOMOVEL,3,ESTACIONADO,6,NÃO SE APLICA
2022-011851247-001,19/03/2022 14:26,3,3,PARTICULAR,6,AUTOMOVEL,3,ESTACIONADO,6,NÃO SE APLICA
2022-011851247-001,19/03/2022 14:26,4,3,PARTICULAR,6,AUTOMOVEL,3,ESTACIONADO,6,NÃO SE APLICA
2022-011851247-001,19/03/2022 14:26,5,3,PARTICULAR,6,AUTOMOVEL,3,ESTACIONADO,6,NÃO SE APLICA
2022-011851247-001,19/03/2022 14:26,6,3,PARTICULAR,6,AUTOMOVEL,3,ESTACIONADO,6,NÃO SE APLICA
2022-011851247-001,19/03/2022 14:26,7,3,PARTICULAR,12,CAMIONETA,3,ESTACIONADO,6,NÃO SE APLICA
2022-011851247-001,19/03/2022 14:26,10,3,PARTICULAR,12,CAMIONETA,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-011851247-001,19/03/2022 14:26,8,3,PARTICULAR,6,AUTOMOVEL,3,ESTACIONADO,6,NÃO SE APLICA
2022-011851247-001,19/03/2022 14:26,9,3,PARTICULAR,6,AUTOMOVEL,3,ESTACIONADO,6,NÃO SE APLICA
2022-011854435-001,19/03/2022 14:45,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-011854435-001,19/03/2022 14:45,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-011858210-001,19/03/2022 15:06,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,3,AMBULANCIA
2022-011858210-001,19/03/2022 15:06,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-011858210-001,19/03/2022 15:06,3,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-011858838-001,19/03/2022 16:14,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-011858838-001,19/03/2022 16:14,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-011859400-001,19/03/2022 13:50,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-011859400-001,19/03/2022 13:50,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-011866769-001,19/03/2022 17:16,1,4,ALUGUEL,8,ONIBUS,2,PARADO,6,NÃO SE APLICA
2022-011868636-001,19/03/2022 16:53,1,2,MISSAO DIPLOMATICA,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-011868636-001,19/03/2022 16:53,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-011869104-001,19/03/2022 16:01,1,3,PARTICULAR,26,CAMINHONETE,2,PARADO,6,NÃO SE APLICA
2022-011869104-001,19/03/2022 16:01,2,3,PARTICULAR,6,AUTOMOVEL,2,PARADO,6,NÃO SE APLICA
2022-011869104-001,19/03/2022 16:01,3,3,PARTICULAR,6,AUTOMOVEL,2,PARADO,6,NÃO SE APLICA
2022-011869104-001,19/03/2022 16:01,4,3,PARTICULAR,12,CAMIONETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-011875337-001,19/03/2022 18:26,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-011875337-001,19/03/2022 18:26,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-011885295-001,19/03/2022 19:28,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-011886716-001,19/03/2022 19:23,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-011886716-001,19/03/2022 19:23,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-011887190-001,19/03/2022 20:03,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-011887190-001,19/03/2022 20:03,2,3,PARTICULAR,6,AUTOMOVEL,2,PARADO,6,NÃO SE APLICA
2022-011887190-001,19/03/2022 20:03,3,3,PARTICULAR,3,MOTONETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-011888784-001,18/02/2022 07:30,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-011888784-001,18/02/2022 07:30,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-011900687-001,19/03/2022 21:28,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-011900687-001,19/03/2022 21:28,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-011904237-001,19/03/2022 22:14,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-011904237-001,19/03/2022 22:14,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-011924410-001,20/03/2022 01:37,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-011940544-001,20/03/2022 07:12,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,3,AMBULANCIA
2022-011945080-001,20/03/2022 09:09,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-011945080-001,20/03/2022 09:09,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-011947912-001,20/03/2022 09:33,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-011947912-001,20/03/2022 09:33,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-011948042-001,19/03/2022 19:00,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-011948042-001,19/03/2022 19:00,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-011952627-001,20/03/2022 11:17,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-011952627-001,20/03/2022 11:17,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-011957407-001,20/03/2022 13:05,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-011957407-001,20/03/2022 13:05,2,4,ALUGUEL,6,AUTOMOVEL,2,PARADO,6,NÃO SE APLICA
2022-011957582-001,12/03/2022 10:15,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-011971517-001,20/03/2022 15:32,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-011976641-001,20/03/2022 15:12,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-011976641-001,20/03/2022 15:12,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-011976695-001,20/03/2022 15:35,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-011976695-001,20/03/2022 15:35,2,3,PARTICULAR,6,AUTOMOVEL,3,ESTACIONADO,5,DISPENSOU ATENDIMEN
2022-011987704-001,20/03/2022 17:35,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-011999856-001,20/03/2022 19:36,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-012009885-001,20/03/2022 20:53,2,3,PARTICULAR,1,BICICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-012009885-001,20/03/2022 20:53,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-012012205-001,20/03/2022 20:49,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-012014091-001,20/03/2022 18:58,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-012014091-001,20/03/2022 18:58,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-012014925-001,20/03/2022 20:55,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-012044646-001,21/03/2022 05:59,1,4,ALUGUEL,8,ONIBUS,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-012045703-001,21/03/2022 06:52,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-012045703-001,21/03/2022 06:52,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-012047821-001,21/03/2022 06:16,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-012047821-001,21/03/2022 06:16,2,4,ALUGUEL,8,ONIBUS,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-012048096-001,21/03/2022 07:08,1,4,ALUGUEL,8,ONIBUS,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-012048096-001,21/03/2022 07:08,2,4,ALUGUEL,13,CAMINHAO,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-012048209-001,21/03/2022 07:29,1,3,PARTICULAR,3,MOTONETA,2,PARADO,5,DISPENSOU ATENDIMEN
2022-012048209-001,21/03/2022 07:29,2,3,PARTICULAR,12,CAMIONETA,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-012048343-001,12/03/2022 21:30,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-012048343-001,12/03/2022 21:30,2,3,PARTICULAR,6,AUTOMOVEL,2,PARADO,0,NÃO INFORMADO
2022-012048882-001,21/03/2022 06:18,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-012049924-001,21/03/2022 06:41,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-012049924-001,21/03/2022 06:41,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-012050474-001,21/03/2022 07:02,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-012050474-001,21/03/2022 07:02,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,3,AMBULANCIA
2022-012050747-001,21/03/2022 05:55,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-012050747-001,21/03/2022 05:55,2,0,NAO INFORMADO,8,ONIBUS,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-012051362-001,21/03/2022 08:10,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-012051362-001,21/03/2022 08:10,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-012051923-001,21/03/2022 08:10,1,3,PARTICULAR,26,CAMINHONETE,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-012051923-001,21/03/2022 08:10,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-012056196-001,17/03/2022 18:40,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-012056196-001,17/03/2022 18:40,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-012064690-001,21/03/2022 08:20,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,3,AMBULANCIA
2022-012064690-001,21/03/2022 08:20,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-012073899-001,21/03/2022 10:42,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-012076485-001,21/03/2022 10:37,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-012077029-001,21/03/2022 11:04,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-012077029-001,21/03/2022 11:04,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-012080834-001,21/03/2022 09:34,1,3,PARTICULAR,6,AUTOMOVEL,3,ESTACIONADO,6,NÃO SE APLICA
2022-012080834-001,21/03/2022 09:34,2,3,PARTICULAR,6,AUTOMOVEL,2,PARADO,6,NÃO SE APLICA
2022-012080834-001,21/03/2022 09:34,3,4,ALUGUEL,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-012093680-001,20/03/2022 23:20,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,4,TERCEIROS
2022-012094000-001,21/03/2022 12:08,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-012094000-001,21/03/2022 12:08,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-012095741-001,21/03/2022 12:39,1,3,PARTICULAR,6,AUTOMOVEL,2,PARADO,6,NÃO SE APLICA
2022-012095741-001,21/03/2022 12:39,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-012096774-003,21/03/2022 13:03,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,3,AMBULANCIA
2022-012096774-003,21/03/2022 13:03,3,4,ALUGUEL,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-012096774-003,21/03/2022 13:03,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-012102143-001,21/03/2022 13:43,1,3,PARTICULAR,26,CAMINHONETE,2,PARADO,6,NÃO SE APLICA
2022-012102143-001,21/03/2022 13:43,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-012107722-001,21/03/2022 14:42,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-012107722-001,21/03/2022 14:42,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-012108924-001,18/02/2022 08:40,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-012113864-002,21/03/2022 14:00,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,3,AMBULANCIA
2022-012113864-002,21/03/2022 14:00,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-012119310-001,21/03/2022 13:57,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-012119310-001,21/03/2022 13:57,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-012119517-001,21/03/2022 15:30,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-012119517-001,21/03/2022 15:30,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-012121795-001,20/03/2022 02:40,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-012121795-001,20/03/2022 02:40,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,3,AMBULANCIA
2022-012122081-001,21/03/2022 13:09,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-012122081-001,21/03/2022 13:09,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-012127015-001,21/03/2022 14:52,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-012127015-001,21/03/2022 14:52,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-012127883-001,21/03/2022 15:42,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-012127883-001,21/03/2022 15:42,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-012141257-001,21/03/2022 16:30,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-012141257-001,21/03/2022 16:30,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-012143440-001,21/03/2022 17:26,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-012143440-001,21/03/2022 17:26,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-012143873-001,21/03/2022 17:10,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-012143873-001,21/03/2022 17:10,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-012146115-001,19/03/2022 17:50,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-012155774-001,21/03/2022 18:20,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-012156180-001,21/03/2022 18:44,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-012156180-001,21/03/2022 18:44,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-012157880-001,21/03/2022 18:15,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-012157880-001,21/03/2022 18:15,1,4,ALUGUEL,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-012158921-001,21/03/2022 18:19,1,3,PARTICULAR,6,AUTOMOVEL,3,ESTACIONADO,6,NÃO SE APLICA
2022-012158921-001,21/03/2022 18:19,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-012159891-001,17/03/2022 17:20,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-012163257-001,21/03/2022 18:39,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-012163257-001,21/03/2022 18:39,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-012163783-001,21/03/2022 18:33,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-012163783-001,21/03/2022 18:33,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-012171188-001,21/03/2022 20:20,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-012171188-001,21/03/2022 20:20,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-012174517-001,21/03/2022 21:03,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-012192010-001,21/03/2022 23:10,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-012192010-001,21/03/2022 23:10,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-012215584-001,22/03/2022 07:51,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-012215584-001,22/03/2022 07:51,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-012216219-001,22/03/2022 08:43,2,3,PARTICULAR,0,NAO INFORMADO,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-012216219-001,22/03/2022 08:43,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-012219660-001,22/03/2022 08:35,1,4,ALUGUEL,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-012219660-001,22/03/2022 08:35,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-012219933-001,22/03/2022 08:09,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-012222260-001,22/03/2022 07:41,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-012222260-001,22/03/2022 07:41,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-012229653-001,22/03/2022 09:50,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-012231728-001,22/03/2022 10:04,1,0,NAO INFORMADO,13,CAMINHAO,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-012231728-001,22/03/2022 10:04,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-012234160-001,22/03/2022 08:22,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-012234160-001,22/03/2022 08:22,2,0,NAO INFORMADO,1,BICICLETA,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-012247790-001,22/03/2022 11:26,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-012247790-001,22/03/2022 11:26,2,0,NAO INFORMADO,13,CAMINHAO,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-012249877-001,21/03/2022 04:30,1,0,NAO INFORMADO,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-012253204-001,22/03/2022 11:55,1,1,OFICIAL,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-012253204-001,22/03/2022 11:55,2,1,OFICIAL,4,MOTOCICLETA,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013569272-001,30/03/2022 19:33,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013571033-001,30/03/2022 19:31,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013571033-001,30/03/2022 19:31,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-013576196-001,30/03/2022 20:39,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013576196-001,30/03/2022 20:39,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-013578414-001,30/03/2022 11:07,1,4,ALUGUEL,8,ONIBUS,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013597436-001,30/03/2022 19:40,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,4,TERCEIROS
2022-013597436-001,30/03/2022 19:40,2,0,NAO INFORMADO,6,AUTOMOVEL,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-013598259-001,30/03/2022 23:03,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-013598259-001,30/03/2022 23:03,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013603792-002,30/03/2022 23:49,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,3,AMBULANCIA
2022-013610151-001,31/03/2022 05:41,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-013610151-001,31/03/2022 05:41,2,0,NAO INFORMADO,6,AUTOMOVEL,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-013611366-001,31/03/2022 06:31,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,2,VIATURA PMMG
2022-013611366-001,31/03/2022 06:31,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013616027-001,31/03/2022 06:56,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-013616027-001,31/03/2022 06:56,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013616293-001,31/03/2022 06:43,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-013616293-001,31/03/2022 06:43,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013616660-001,31/03/2022 07:04,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013618960-001,31/03/2022 06:46,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-013618960-001,31/03/2022 06:46,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013620053-001,31/03/2022 07:56,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013620053-001,31/03/2022 07:56,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
